Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg)
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,8,6.3,7.2,39
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,AV7,X,8.3,6.5,7.5,38
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,M6,X,8.8,6.8,7.9,36
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3,27
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS8,X,12.1,9,10.6,27
TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,12,8.9,10.6,27
TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3,34
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.5,63
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.5,6,5.8,49
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.3,8,9.2,31
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,10,7.8,9,31
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.5,8.3,9.5,30
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,10.7,8.4,9.7,29
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,6.9,7.8,7.3,39
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.7,13.8,16.5,17
TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,12.5,8.9,10.9,26
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,24
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.1,10.1,11.2,25
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,12.6,10,11.4,25
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.6,11.7,24
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.4,11.4,11.9,24
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.2,10.7,12,24
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.6,12.8,22
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.8,12.3,14.2,20
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.2,12.9,15.3,18
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,12.6,14.9,19
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.1,13.9,16.2,17
TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,7.3,5.8,6.6,43
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,7.8,6,6.8,42
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,7.9,6.8,7.4,38
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,7.8,6.5,7.2,39
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.7,7.2,8.5,33
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.5,7.1,8.4,34
VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4,AS6,X,9.6,7.5,8.6,33
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,9.7,7.2,8.5,33
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,AS6,X,13.9,9.3,11.8,24
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.4,6.7,8.2,34
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.6,8.1,35
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,AM6,X,9.6,7.2,8.5,33
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,M6,X,9.7,7,8.5,33
VOLKSWAGEN,GOLF R,COMPACT,2,4,AM6,Z,10.4,7.9,9.3,30
VOLKSWAGEN,GOLF R,COMPACT,2,4,M6,Z,10.9,7.7,9.4,30
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,AM6,X,10.6,8,9.4,30
VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,AS6,X,9.3,6.9,8.2,34
VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,M5,X,9.6,6.8,8.3,34
VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,X,10.6,8,9.4,30
VOLKSWAGEN,JETTA,COMPACT,1.4,4,AS6,X,8.5,6.2,7.4,38
VOLKSWAGEN,JETTA,COMPACT,1.4,4,M5,X,8.3,5.9,7.2,39
VOLKSWAGEN,JETTA,COMPACT,1.8,4,AM6,X,9.4,6.8,8.2,34
VOLKSWAGEN,JETTA,COMPACT,2,4,AS6,X,9.8,7.4,8.7,32
VOLKSWAGEN,JETTA,COMPACT,2,4,M6,X,10.2,7.2,8.9,32
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,AS6,X,10.1,7,8.7,32
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,X,11.9,8.5,10.4,27
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,AS6,Z,11.7,9.6,10.7,26
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,AS6,Z,12,10,11.1,25
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,X,13.8,10.4,12.2,23
VOLVO,S60 T5,COMPACT,2,4,AS8,X,9.6,7,8.4,34
VOLVO,S60 T5 AWD,COMPACT,2,4,AS8,X,10.7,7.8,9.4,30
VOLVO,S60 INSCRIPTION T5,COMPACT,2,4,AS8,X,9.6,7,8.4,34
VOLVO,S60 INSCRIPTION T5 AWD,COMPACT,2,4,AS8,X,10.7,7.8,9.4,30
VOLVO,S60 T6 AWD,COMPACT,2,4,AS8,Z,10.9,7.7,9.5,30
VOLVO,S60 POLESTAR,COMPACT,2,4,AS8,Z,11.8,8.5,10.3,27
VOLVO,S60 CC T5 AWD,COMPACT,2,4,AS8,X,10.8,7.8,9.4,30
VOLVO,S90 T5,MID-SIZE,2,4,AS8,Z,10.1,7,8.7,32
VOLVO,S90 T6 AWD,MID-SIZE,2,4,AS8,Z,10.8,7.6,9.4,30
VOLVO,V60 T5,STATION WAGON - SMALL,2,4,AS8,X,9.6,7,8.4,34
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2,4,AS8,X,10.7,7.8,9.4,30
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2,4,AS8,Z,10.9,7.7,9.5,30
VOLVO,V60 POLESTAR,STATION WAGON - SMALL,2,4,AS8,Z,11.8,8.5,10.3,27
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2,4,AS8,X,10.8,7.8,9.4,30
VOLVO,V90 T5,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.1,7,8.7,32
VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.8,7.6,9.4,30
VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.7,7.9,9.4,30
VOLVO,XC60 T5,SUV - SMALL,2,4,AS8,X,10.4,7.8,9.2,31
VOLVO,XC60 T5 AWD,SUV - SMALL,2,4,AS8,X,11.3,8.4,10,28
VOLVO,XC60 T6 AWD,SUV - SMALL,2,4,AS8,Z,11.7,8.7,10.4,27
VOLVO,XC90 T5,SUV - STANDARD,2,4,AS8,Z,10.6,9.1,10,28
VOLVO,XC90 T5 AWD,SUV - STANDARD,2,4,AS8,Z,10.8,9.5,10.2,28
VOLVO,XC90 T6 AWD,SUV - STANDARD,2,4,AS8,Z,11.5,9.6,10.6,27
ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.4,6.8,8.2,34
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,12.6,9,11,26
ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,AS9,Z,12.2,9,10.7,26
ACURA,MDX HYBRID AWD,SUV - SMALL,3,6,AM7,Z,9.1,9,9,31
ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,11.1,10.8,11,26
ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,12.4,8.7,10.7,26
ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,8.4,8.2,8.4,34
ACURA,TLX,COMPACT,2.4,4,AM8,Z,10,7.1,8.7,32
ACURA,TLX A-SPEC,COMPACT,2.4,4,AM8,Z,10.2,7.4,8.9,32
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.4,7.7,9.8,29
ACURA,TLX SH-AWD A-SPEC,COMPACT,3.5,6,AS9,Z,12,8.2,10.3,27
ALFA ROMEO,4C COUPE,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34
ALFA ROMEO,4C SPIDER,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34
ALFA ROMEO,GIULIA,MID-SIZE,2,4,A8,Z,10,7.2,8.7,32
ALFA ROMEO,GIULIA AWD,MID-SIZE,2,4,A8,Z,10.5,7.7,9.2,31
ALFA ROMEO,GIULIA QUADRIFOGLIO,MID-SIZE,2.9,6,A8,Z,13.8,9.6,11.9,24
ALFA ROMEO,STELVIO AWD,SUV - SMALL,2,4,A8,Z,10.8,8.3,9.6,29
ALFA ROMEO,STELVIO QUADRIFOGLIO,SUV - SMALL,2.9,6,A8,Z,14.1,10.4,12.4,23
ASTON MARTIN,DB11 V8,MINICOMPACT,4,8,A8,Z,13,9.8,11.5,25
ASTON MARTIN,DB11 V12,MINICOMPACT,5.2,12,A8,Z,15.5,11.4,13.7,21
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6,12,A8,Z,16.7,10.9,14.1,20
ASTON MARTIN,VANQUISH,MINICOMPACT,6,12,A8,Z,17.5,11.4,14.7,19
AUDI,A3,SUBCOMPACT,2,4,AM7,X,9.1,6.8,8,35
AUDI,A3 QUATTRO,SUBCOMPACT,2,4,AM6,X,9.7,7.5,8.7,32
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2,4,AM6,X,10.8,8,9.5,30
AUDI,A4,COMPACT,2,4,AM7,Z,8.6,6.4,7.6,37
AUDI,A4 QUATTRO,COMPACT,2,4,AM7,Z,10,7,8.7,32
AUDI,A4 QUATTRO,COMPACT,2,4,M6,Z,9.9,7.1,8.7,32
AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2,4,AM7,Z,10.5,7.9,9.3,30
AUDI,A5 QUATTRO,SUBCOMPACT,2,4,AM7,Z,10,7,8.7,32
AUDI,A5 QUATTRO,SUBCOMPACT,2,4,M6,Z,9.9,7.1,8.7,32
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2,4,AM7,Z,10,7,8.7,32
AUDI,A5 SPORTBACK QUATTRO,MID-SIZE,2,4,AM7,Z,10,7,8.7,32
AUDI,A6 QUATTRO,MID-SIZE,2,4,AS8,Z,10.6,7.5,9.2,31
AUDI,A6 QUATTRO,MID-SIZE,3,6,AS8,Z,11.5,8.2,10,28
AUDI,A7 QUATTRO,MID-SIZE,3,6,AS8,Z,11.5,8.2,10,28
AUDI,A8,FULL-SIZE,3,6,AS8,Z,12.6,8,10.5,27
AUDI,A8,FULL-SIZE,4,8,AS8,Z,15.1,9.1,12.4,23
AUDI,A8L,FULL-SIZE,4,8,AS8,Z,15.1,9.1,12.4,23
AUDI,Q3,COMPACT,2,4,AS6,Z,11.6,8.3,10.1,28
AUDI,Q3 QUATTRO,COMPACT,2,4,AS6,Z,11.9,8.4,10.3,27
AUDI,Q5,SUV - SMALL,2,4,AS7,Z,10.4,8.6,9.6,29
AUDI,Q7,SUV - STANDARD,2,4,AS8,Z,12.2,9.5,11,26
AUDI,Q7,SUV - STANDARD,3,6,AS8,Z,12.6,9.4,11.1,25
AUDI,R8,TWO-SEATER,5.2,10,AM7,Z,16,9.5,13.1,22
AUDI,R8 QUATTRO,TWO-SEATER,5.2,10,AM7,Z,17.1,11.3,14.5,19
AUDI,R8 SPYDER,TWO-SEATER,5.2,10,AM7,Z,17.1,11.3,14.5,19
AUDI,RS 3,SUBCOMPACT,2.5,5,AM7,Z,12.4,8.3,10.5,27
AUDI,RS 5,SUBCOMPACT,2.9,6,AM8,Z,12.9,8.9,11.1,25
AUDI,RS 7,MID-SIZE,4,8,AS8,Z,17,9.6,13.7,21
AUDI,S3,SUBCOMPACT,2,4,AM7,Z,10.6,8.3,9.6,29
AUDI,S4,COMPACT,3,6,AM8,Z,11.5,8,9.9,29
AUDI,S5,SUBCOMPACT,3,6,AM8,Z,11.5,8,9.9,29
AUDI,S5 CABRIOLET,SUBCOMPACT,3,6,AM8,Z,11.9,8.1,10.2,28
AUDI,S5 SPORTBACK,MID-SIZE,3,6,AM8,Z,11.5,8,9.9,29
AUDI,S6,MID-SIZE,4,8,AM7,Z,15,10,12.8,22
AUDI,S7,MID-SIZE,4,8,AM7,Z,15,10,12.8,22
AUDI,S8,MID-SIZE,4,8,AS8,Z,16.2,9.9,13.4,21
AUDI,SQ5,SUV - SMALL,3,6,AM8,Z,12.7,10,11.5,25
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2,4,AM6,X,10.1,7.8,9.1,31
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2,4,AM6,X,10.1,7.8,9.1,31
AUDI,TT RS,SUBCOMPACT,2.5,5,AM7,Z,12.3,8.2,10.5,27
AUDI,TTS COUPE,SUBCOMPACT,2,4,AM6,Z,10.3,8.6,9.5,30
BENTLEY,BENTAYGA,SUV - STANDARD,6,12,AS8,Z,18.8,12.2,15.9,18
BENTLEY,CONTINENTAL GT CONVERTIBLE,COMPACT,6,12,AS8,Z,20.4,12,16.6,17
BENTLEY,CONTINENTAL SUPERSPORTS,COMPACT,6,12,AS8,Z,20.4,12,16.6,17
BENTLEY,FLYING SPUR,MID-SIZE,4,8,AS8,Z,18.8,10.7,15.1,19
BENTLEY,FLYING SPUR,MID-SIZE,6,12,AS8,Z,20.4,12,16.6,17
BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Z,20.9,13,17.3,16
BMW,230i COUPE,SUBCOMPACT,2,4,AS8,Z,9.8,6.8,8.4,34
BMW,230i COUPE,SUBCOMPACT,2,4,M6,Z,11.1,7.3,9.4,30
BMW,230i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.2,7.2,8.9,32
BMW,230i xDRIVE COUPE,SUBCOMPACT,2,4,AS8,Z,9.9,7.1,8.6,33
BMW,328d xDRIVE,COMPACT,2,4,AS8,D,7.8,5.9,7,40
BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,D,7.8,5.9,7,40
BMW,330i xDRIVE,COMPACT,2,4,AS8,Z,10.2,7.2,8.9,32
BMW,330i xDRIVE GRAN TURISMO,FULL-SIZE,2,4,AS8,Z,10.2,7.2,8.9,32
BMW,330i xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,Z,10.2,7.2,8.9,32
BMW,340i,COMPACT,3,6,AS8,Z,9.2,6.2,7.8,36
BMW,340i,COMPACT,3,6,M6,Z,12.1,8.1,10.3,27
BMW,340i xDRIVE,COMPACT,3,6,AS8,Z,11.1,7.5,9.5,30
BMW,340i xDRIVE,COMPACT,3,6,M6,Z,12.2,8.4,10.5,27
BMW,340i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,AS8,Z,11.8,7.9,10,28
BMW,430i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.7,7.3,9.1,31
BMW,430i xDRIVE COUPE,COMPACT,2,4,AS8,Z,10.2,7.2,8.9,32
BMW,430i xDRIVE GRAN COUPE,COMPACT,2,4,AS8,Z,10.2,7.2,8.9,32
BMW,440i COUPE,COMPACT,3,6,AS8,Z,9.2,6.2,7.8,36
BMW,440i COUPE,COMPACT,3,6,M6,Z,12.1,8.1,10.3,27
BMW,440i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.8,7.9,10,28
BMW,440i xDRIVE COUPE,COMPACT,3,6,AS8,Z,11.1,7.5,9.5,30
BMW,440i xDRIVE COUPE,COMPACT,3,6,M6,Z,12.2,8.4,10.5,27
BMW,440i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,11.1,7.5,9.5,30
BMW,530i xDRIVE,MID-SIZE,2,4,AS8,Z,10.2,7.2,8.9,32
BMW,540i xDRIVE,MID-SIZE,3,6,AS8,Z,11.6,8.1,10,28
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,12.3,8.4,10.5,27
BMW,640i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,12.3,8.4,10.5,27
BMW,640i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,AS8,Z,11.9,8.4,10.3,27
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,14.7,9.6,12.4,23
BMW,650i xDRIVE COUPE,SUBCOMPACT,4.4,8,AS8,Z,14,10,12.2,23
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.6,12.4,23
BMW,750i xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.7,9.6,12.4,23
BMW,750i xDRIVE SWB,FULL-SIZE,4.4,8,AS8,Z,14.3,9.4,12.1,23
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.6,12.4,23
BMW,M2,SUBCOMPACT,3,6,AM7,Z,11.8,8.9,10.5,27
BMW,M2,SUBCOMPACT,3,6,M6,Z,13.1,9.2,11.4,25
BMW,M240i CABRIOLET,SUBCOMPACT,3,6,AS8,Z,10.9,7.7,9.5,30
BMW,M240i CABRIOLET,SUBCOMPACT,3,6,M6,Z,12.7,8.7,10.9,26
BMW,M240i COUPE,SUBCOMPACT,3,6,AS8,Z,10.9,7.7,9.5,30
BMW,M240i COUPE,SUBCOMPACT,3,6,M6,Z,12.5,8.4,10.7,26
BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.2,7.8,9.7,29
BMW,M240i xDRIVE COUPE,SUBCOMPACT,3,6,AS8,Z,11.2,7.8,9.7,29
BMW,M3,COMPACT,3,6,AM7,Z,13.5,9.9,11.9,24
BMW,M3,COMPACT,3,6,M6,Z,13.5,9.3,11.6,24
BMW,M4 CABRIOLET,SUBCOMPACT,3,6,AM7,Z,14.5,10.5,12.7,22
BMW,M4 CABRIOLET,SUBCOMPACT,3,6,M6,Z,13.8,9.4,11.9,24
BMW,M4 COUPE,COMPACT,3,6,AM7,Z,13.5,9.9,11.9,24
BMW,M4 COUPE,COMPACT,3,6,M6,Z,13.5,9.3,11.6,24
BMW,M550i xDRIVE,MID-SIZE,4.4,8,AS8,Z,14.3,9.4,12.1,23
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,19
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20
BMW,M6 COUPE,SUBCOMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,19
BMW,M6 COUPE,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20
BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,19
BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20
BMW,M760i xDRIVE,FULL-SIZE,6.6,12,AS8,Z,17.7,11.9,15.1,19
BMW,X1 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,10.7,7.5,9.3,30
BMW,X2 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11,7.7,9.5,30
BMW,X3 xDRIVE30i,SUV - SMALL,2,4,AS8,Z,10.8,8,9.5,30
BMW,X3 M40i,SUV - SMALL,3,6,AS8,Z,11.7,8.6,10.3,27
BMW,X4 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11.8,8.6,10.3,27
BMW,X4 M40i,SUV - SMALL,3,6,AS8,Z,12.9,9.5,11.4,25
BMW,X5 xDRIVE35d,SUV - STANDARD,3,6,AS8,D,10.3,8,9.3,30
BMW,X5 xDRIVE35i,SUV - STANDARD,3,6,AS8,Z,13,9.8,11.5,25
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.4,11.2,13.5,21
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19
BMW,X6 xDRIVE35i,SUV - STANDARD,3,6,AS8,Z,13,9.8,11.5,25
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.4,11.2,13.5,21
BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19
BUGATTI,CHIRON,TWO-SEATER,8,16,AM7,Z,26.8,16.6,22.2,13
BUICK,ENCLAVE,SUV - STANDARD,3.6,6,AS9,X,12.9,9,11.2,25
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,AS9,X,13.8,9.4,11.8,24
BUICK,ENCORE,SUV - SMALL,1.4,4,AS6,X,9.3,7.2,8.3,34
BUICK,ENCORE (SIDI with Stop/Start),SUV - SMALL,1.4,4,AS6,X,8.6,7.1,7.9,36
BUICK,ENCORE AWD,SUV - SMALL,1.4,4,AS6,X,9.9,7.8,8.9,32
BUICK,ENCORE AWD (SIDI with Stop/Start),SUV - SMALL,1.4,4,AS6,X,9,7.6,8.3,34
BUICK,ENVISION AWD,SUV - SMALL,2,4,A6,Z,11.8,9.1,10.6,27
BUICK,ENVISION AWD,SUV - SMALL,2.5,4,A6,X,11.1,8.6,10,28
BUICK,LACROSSE,MID-SIZE,3.6,6,AS9,X,11.3,7.9,9.7,29
BUICK,LACROSSE eASSIST,MID-SIZE,2.5,4,A6,X,9.3,6.7,8.1,35
BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS9,X,11.8,8,10.1,28
BUICK,REGAL,FULL-SIZE,2,4,AS9,Z,10.7,7.4,9.2,31
BUICK,REGAL AWD,FULL-SIZE,2,4,AS8,Z,11,8,9.6,29
BUICK,REGAL AWD,FULL-SIZE,3.6,6,AS9,X,12.4,8.7,10.7,26
CADILLAC,ATS,COMPACT,2,4,AS8,Z,10.5,7.7,9.2,31
CADILLAC,ATS,COMPACT,2,4,M6,Z,12,8.2,10.3,27
CADILLAC,ATS,COMPACT,3.6,6,AS8,X,11.6,8,10,28
CADILLAC,ATS AWD,COMPACT,2,4,AS8,Z,10.8,7.9,9.5,30
CADILLAC,ATS AWD,COMPACT,3.6,6,AS8,X,12.1,8.6,10.5,27
CADILLAC,ATS-V,COMPACT,3.6,6,AS8,Z,13.9,9.4,11.9,24
CADILLAC,ATS-V,COMPACT,3.6,6,M6,Z,14.4,10.4,12.6,22
CADILLAC,CT6,FULL-SIZE,2,4,AS8,Z,11,7.8,9.5,30
CADILLAC,CT6 AWD,FULL-SIZE,3,6,AS8,Z,13,9.1,11.2,25
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS8,X,13,8.9,11.1,25
CADILLAC,CTS,MID-SIZE,2,4,AS8,Z,11,7.8,9.5,30
CADILLAC,CTS,MID-SIZE,3.6,6,AS8,X,11.6,8,10,28
CADILLAC,CTS AWD,MID-SIZE,2,4,AS8,Z,11.2,8.2,9.8,29
CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS8,X,12.1,8.6,10.5,27
CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,15,9.9,12.7,22
CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.5,11.1,14,20
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A10,Z,16.6,10.9,14,20
CADILLAC,XT5,SUV - SMALL,3.6,6,AS8,X,12.1,8.9,10.6,27
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS8,X,12.8,9.3,11.2,25
CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,X,13.2,8.5,11.1,25
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,X,13.7,9,11.6,24
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,15,10.2,12.8,22
CHEVROLET,CAMARO,SUBCOMPACT,2,4,AS8,Z,10.8,7.6,9.4,30
CHEVROLET,CAMARO,SUBCOMPACT,2,4,M6,Z,11.9,7.9,10.1,28
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,AS8,X,12.3,8.2,10.4,27
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,M6,X,14.4,8.4,11.7,24
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS8,Z,14.2,8.7,11.7,24
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,M6,Z,14.3,9.4,12.1,23
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Z,18.8,11.3,15.4,18
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,M6,Z,17.1,12,14.8,19
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.8,8.8,9.3,30
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,11.9,9.2,10.7,26
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,8,9.6,29
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.6,9.8,11.3,25
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.1,8.3,10.4,27
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.1,10,12.2,23
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.5,10.7,11.7,24
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15,13,14.1,20
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,15.5,9.2,12.7,22
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,14.2,9,11.9,24
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.6,10.3,14.3,20
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,15.6,10.6,13.4,21
